[],,idle,0.36
[0],,idle,0.18
[1],,idle,10.71
[2],,idle,11.07
"[0, 1]",,idle,8.46
"[0, 2]",,idle,12.9
"[1, 2]",,idle,21.66
"[0, 1, 2]",,idle,21.12
