[],,random,0.57
[0],,random,0.48
[1],,random,8.07
[2],,random,10.35
"[0, 1]",,random,11.88
"[0, 2]",,random,11.28
"[1, 2]",,random,21.42
"[0, 1, 2]",,random,22.65
