[],,random,0.72
[0],,random,0.84
[1],,random,6.75
[2],,random,9.36
"[0, 1]",,random,6.0
"[0, 2]",,random,10.77
"[1, 2]",,random,17.61
"[0, 1, 2]",,random,17.01
