[],,random_player,0.6
[0],,random_player,2.1
[1],,random_player,12.06
[2],,random_player,14.97
"[0, 1]",,random_player,10.83
"[0, 2]",,random_player,12.99
"[1, 2]",,random_player,20.58
"[0, 1, 2]",,random_player,18.78
