[],,idle,0.27
[0],,idle,0.81
[1],,idle,5.43
[2],,idle,9.36
"[0, 1]",,idle,7.23
"[0, 2]",,idle,11.22
"[1, 2]",,idle,17.34
"[0, 1, 2]",,idle,18.66
