[],,idle,0.42
[0],,idle,0.84
[1],,idle,6.54
[2],,idle,14.19
"[0, 1]",,idle,6.99
"[0, 2]",,idle,15.69
"[1, 2]",,idle,23.28
"[0, 1, 2]",,idle,23.88
