[],,random_player,1.26
[0],,random_player,1.47
[1],,random_player,11.64
[2],,random_player,13.92
"[0, 1]",,random_player,12.12
"[0, 2]",,random_player,12.96
"[1, 2]",,random_player,20.82
"[0, 1, 2]",,random_player,23.01
