[],,idle,0.6
[0],,idle,0.57
[1],,idle,7.2
[2],,idle,11.91
"[0, 1]",,idle,8.61
"[0, 2]",,idle,10.68
"[1, 2]",,idle,20.19
"[0, 1, 2]",,idle,21.51
