[],,random_player,1.44
[0],,random_player,1.95
[1],,random_player,8.01
[2],,random_player,9.78
"[0, 1]",,random_player,8.49
"[0, 2]",,random_player,11.07
"[1, 2]",,random_player,18.66
"[0, 1, 2]",,random_player,18.72
