[],,random,0.3
[0],,random,1.47
[1],,random,5.55
[2],,random,12.36
"[0, 1]",,random,6.45
"[0, 2]",,random,12.69
"[1, 2]",,random,20.01
"[0, 1, 2]",,random,19.59
