[],,idle,0.66
[0],,idle,0.66
[1],,idle,6.84
[2],,idle,10.29
"[0, 1]",,idle,7.56
"[0, 2]",,idle,13.35
"[1, 2]",,idle,21.87
"[0, 1, 2]",,idle,19.86
