1000,-2.0303137729997944,2.08,2.08,2.08,-8.270313772999794
2000,2.3129918074226024,4.1,4.1,4.1,-9.987008192577397
3000,14.278906378508553,7.43,7.43,7.43,-8.011093621491446
4000,51.735953526417944,26.67,26.67,26.67,-28.274046473582057
5000,11.801521091196504,10.01,10.01,10.01,-18.228478908803496
6000,3.953361190626181,5.74,5.74,5.74,-13.26663880937382
7000,7.566825178765572,5.81,5.81,5.81,-9.863174821234429
8000,11.850689798708506,6.75,6.75,6.75,-8.399310201291494
9000,13.079322766792762,7.09,7.09,7.09,-8.190677233207238
10000,14.35384472855679,7.74,7.74,7.74,-8.866155271443208
11000,19.686422949041056,10.86,10.86,10.86,-12.893577050958946
12000,38.58336340309731,20.35,20.35,20.35,-22.46663659690269
13000,42.979973362908254,23.19,23.19,23.19,-26.590026637091746
14000,27.98478575779361,16.71,16.71,16.71,-22.145214242206393
15000,17.31844976321884,11.4,11.4,11.4,-16.881550236781163
16000,20.40387849363641,12.6,12.6,12.6,-17.39612150636359
17000,24.515770490392722,14.09,14.09,14.09,-17.754229509607278
18000,25.186568112551512,14.14,14.14,14.14,-17.23343188744849
19000,25.508986810752706,14.41,14.41,14.41,-17.72101318924729
20000,20.232049222788664,12.27,12.27,12.27,-16.57795077721133
21000,15.626257893290058,11.04,11.04,11.04,-17.49374210670994
22000,11.904984034813602,9.73,9.73,9.73,-17.285015965186396
23000,12.511024596806918,9.63,9.63,9.63,-16.37897540319308
24000,11.6485399627298,9.27,9.27,9.27,-16.1614600372702
25000,12.366101589415335,8.83,8.83,8.83,-14.123898410584665
26000,11.813405345245156,8.36,8.36,8.36,-13.266594654754842
27000,12.05965238263694,8.49,8.49,8.49,-13.410347617363058
28000,11.93724240294927,8.24,8.24,8.24,-12.782757597050727
29000,13.237983994283377,8.75,8.75,8.75,-13.012016005716625
30000,11.357908155820184,7.71,7.71,7.71,-11.772091844179817
31000,10.096610932646552,7.28,7.28,7.28,-11.743389067353448
32000,9.781733911596028,7.0,7.0,7.0,-11.218266088403972
33000,11.21824932530706,7.63,7.63,7.63,-11.671750674692943
34000,10.082032362800378,6.96,6.96,6.96,-10.797967637199621
35000,10.301925534180292,6.99,6.99,6.99,-10.668074465819709
36000,10.856273932509142,7.22,7.22,7.22,-10.803726067490858
37000,11.243906045853848,7.68,7.68,7.68,-11.796093954146151
38000,9.374764215348499,6.9,6.9,6.9,-11.3252357846515
39000,10.224044353023986,7.17,7.17,7.17,-11.285955646976014
40000,8.012613366016458,5.99,5.99,5.99,-9.957386633983543
41000,10.090911708168008,6.84,6.84,6.84,-10.429088291831992
42000,9.188367975163505,6.34,6.34,6.34,-9.831632024836496
