0,0,0,0,0
1,30,0,1,0
2,0,0,0,0
3,60,0,0,2
4,120,2,0,1
5,150,3,0,2
6,0,0,0,0
7,0,0,0,0
8,30,0,0,1
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,30,0,0,1
13,90,0,0,3
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,150,2,3,0
21,30,0,0,1
22,120,0,0,4
23,30,1,0,0
24,90,3,0,0
25,0,0,0,0
26,0,0,0,0
27,30,0,0,1
28,0,0,0,0
29,30,0,0,1
30,0,0,0,0
31,210,0,1,5
32,0,0,0,0
33,30,1,0,0
34,60,0,1,1
35,30,0,1,0
36,30,1,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,30,0,1,0
41,120,1,3,0
42,0,0,0,0
43,90,0,1,2
44,120,4,0,0
45,0,0,0,0
46,60,0,0,2
47,90,2,1,0
48,0,0,0,0
49,180,2,0,4
50,60,0,2,0
51,0,0,0,0
52,0,0,0,0
53,30,1,0,0
54,0,0,0,0
55,90,1,0,2
56,90,2,1,0
57,30,0,0,1
58,90,0,0,3
59,0,0,0,0
60,0,0,0,0
61,0,0,0,0
62,0,0,0,0
63,0,0,0,0
64,0,0,0,0
65,30,0,1,0
66,0,0,0,0
67,150,0,0,5
68,0,0,0,0
69,60,0,0,2
70,30,0,0,1
71,30,1,0,0
72,0,0,0,0
73,60,0,0,2
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,30,1,0,0
78,60,0,1,1
79,90,0,0,3
80,0,0,0,0
81,30,0,0,1
82,0,0,0,0
83,60,1,1,0
84,60,0,0,2
85,0,0,0,0
86,0,0,0,0
87,60,2,0,0
88,0,0,0,0
89,0,0,0,0
90,0,0,0,0
91,120,1,0,3
92,30,1,0,0
93,30,0,0,1
94,0,0,0,0
95,60,2,0,0
96,0,0,0,0
97,30,0,0,1
98,30,1,0,0
99,60,0,0,2
100,60,1,1,0
101,0,0,0,0
102,30,0,0,1
103,30,0,1,0
104,0,0,0,0
105,90,1,0,2
106,0,0,0,0
107,30,1,0,0
108,0,0,0,0
109,0,0,0,0
110,30,1,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,150,1,2,2
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,60,1,1,0
119,30,0,0,1
120,90,0,3,0
121,60,0,2,0
122,0,0,0,0
123,30,0,1,0
124,60,0,2,0
125,30,1,0,0
126,30,0,1,0
127,60,1,0,1
128,0,0,0,0
129,0,0,0,0
130,30,0,1,0
131,60,2,0,0
132,30,0,0,1
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,120,0,0,4
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,30,0,1,0
142,0,0,0,0
143,30,1,0,0
144,30,0,1,0
145,30,1,0,0
146,90,2,0,1
147,90,0,0,3
148,0,0,0,0
149,30,0,0,1
150,30,1,0,0
151,0,0,0,0
152,30,0,0,1
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,30,0,0,1
160,0,0,0,0
161,60,0,1,1
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,30,0,1,0
167,30,1,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,60,2,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,60,2,0,0
177,0,0,0,0
178,60,0,2,0
179,30,0,0,1
180,60,0,2,0
181,30,0,0,1
182,30,0,0,1
183,0,0,0,0
184,120,1,2,1
185,30,1,0,0
186,90,2,0,1
187,0,0,0,0
188,0,0,0,0
189,60,0,0,2
190,60,0,1,1
191,30,0,0,1
192,30,0,1,0
193,30,1,0,0
194,0,0,0,0
195,30,0,1,0
196,0,0,0,0
197,60,0,2,0
198,0,0,0,0
199,0,0,0,0
200,60,0,0,2
201,30,0,0,1
202,60,0,0,2
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,60,0,2,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,30,1,0,0
214,30,0,0,1
215,0,0,0,0
216,90,3,0,0
217,60,0,0,2
218,30,0,0,1
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,30,0,1,0
223,90,2,0,1
224,0,0,0,0
225,420,3,5,0
226,60,0,0,2
227,0,0,0,0
228,90,1,2,0
229,150,1,2,2
230,60,1,1,0
231,30,0,0,1
232,0,0,0,0
233,30,0,1,0
234,30,0,1,0
235,0,0,0,0
236,0,0,0,0
237,60,2,0,0
238,30,0,0,1
239,60,0,1,0
240,30,0,0,1
241,0,0,0,0
242,0,0,0,0
243,120,2,0,0
244,60,2,0,0
245,0,0,0,0
246,30,0,0,1
247,0,0,0,0
248,30,0,1,0
249,0,0,0,0
250,60,2,0,0
251,0,0,0,0
252,0,0,0,0
253,90,2,1,0
254,0,0,0,0
255,90,3,0,0
256,60,0,2,0
257,0,0,0,0
258,30,1,0,0
259,60,0,0,2
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,0,0,0
264,0,0,0,0
265,60,0,1,1
266,0,0,0,0
267,90,0,2,1
268,0,0,0,0
269,60,0,0,2
270,120,2,0,2
271,30,1,0,0
272,0,0,0,0
273,120,4,0,0
274,60,2,0,0
275,90,0,1,2
276,30,1,0,0
277,0,0,0,0
278,0,0,0,0
279,30,0,0,1
280,0,0,0,0
281,0,0,0,0
282,30,1,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,0,0,0
289,90,3,0,0
290,0,0,0,0
291,0,0,0,0
292,60,0,2,0
293,60,0,2,0
294,180,2,0,0
295,60,2,0,0
296,0,0,0,0
297,30,0,1,0
298,60,0,0,2
299,90,0,2,1
300,0,0,0,0
301,30,0,0,1
302,0,0,0,0
303,0,0,0,0
304,0,0,0,0
305,120,2,0,2
306,30,1,0,0
307,120,0,0,4
