[],1000,random,0.45
[0],1000,random,12.54
[1],1000,random,8.49
[2],1000,random,11.79
"[0, 1]",1000,random,17.94
"[0, 2]",1000,random,23.55
"[1, 2]",1000,random,25.71
"[0, 1, 2]",1000,random,35.91
