[],1000,idle,0.39
[0],1000,idle,7.83
[1],1000,idle,12.42
[2],1000,idle,11.16
"[0, 1]",1000,idle,22.17
"[0, 2]",1000,idle,18.36
"[1, 2]",1000,idle,25.26
"[0, 1, 2]",1000,idle,33.09
