1000,-2.7794624262978043,2.12,2.12,2.12,-9.139462426297802
2000,3.2479320350559093,4.6,4.6,4.6,-10.552067964944092
3000,10.352725434416193,5.35,5.35,5.35,-5.697274565583805
4000,11.070164077546151,6.03,6.03,6.03,-7.019835922453848
5000,22.13022638231634,11.98,11.98,11.98,-13.809773617683659
6000,36.67004532489056,20.95,20.95,20.95,-26.17995467510944
7000,11.220686185381453,11.06,11.06,11.06,-21.959313814618543
8000,10.530430852188505,8.62,8.62,8.62,-15.329569147811496
9000,14.036996154642333,9.2,9.2,9.2,-13.563003845357667
10000,14.44185430596553,9.04,9.04,9.04,-12.678145694034473
11000,14.233763232704415,8.62,8.62,8.62,-11.626236767295584
12000,14.474763226840645,8.87,8.87,8.87,-12.135236773159354
13000,17.703871973596954,10.45,10.45,10.45,-13.646128026403046
14000,15.538602228515247,9.14,9.14,9.14,-11.881397771484753
15000,17.556543462408438,10.23,10.23,10.23,-13.133456537591561
16000,16.160271619861,9.95,9.95,9.95,-13.689728380138996
17000,10.511552432786695,7.9,7.9,7.9,-13.188447567213304
18000,12.876613492366273,9.73,9.73,9.73,-16.313386507633727
19000,12.687950431544882,9.62,9.62,9.62,-16.172049568455115
20000,7.351086510489653,7.69,7.69,7.69,-15.718913489510346
21000,11.602811331454177,8.91,8.91,8.91,-15.127188668545823
22000,12.215735258716093,8.86,8.86,8.86,-14.364264741283908
23000,15.037601052932189,10.18,10.18,10.18,-15.502398947067812
24000,14.435788775767348,9.72,9.72,9.72,-14.72421122423265
25000,13.175246311104484,9.27,9.27,9.27,-14.634753688895515
26000,17.51983656412635,10.94,10.94,10.94,-15.300163435873651
27000,16.449857660934658,10.42,10.42,10.42,-14.810142339065344
28000,17.124281276826068,10.83,10.83,10.83,-15.365718723173934
29000,15.700053122367203,10.63,10.63,10.63,-16.1899468776328
30000,16.6401072333462,11.08,11.08,11.08,-16.5998927666538
31000,16.267884658370775,11.17,11.17,11.17,-17.242115341629223
32000,15.925385512428479,10.52,10.52,10.52,-15.634614487571522
33000,17.62010018947097,11.27,11.27,11.27,-16.18989981052903
34000,15.892394263943356,10.35,10.35,10.35,-15.157605736056645
35000,16.779988025448446,11.27,11.27,11.27,-17.030011974551556
36000,10.468049779651992,8.71,8.71,8.71,-15.661950220348007
37000,18.72682339981729,11.96,11.96,11.96,-17.153176600182714
38000,19.551543342594574,12.31,12.31,12.31,-17.378456657405426
39000,18.641786181687618,11.79,11.79,11.79,-16.728213818312383
40000,16.357469334702113,10.87,10.87,10.87,-16.25253066529789
41000,18.894272048594598,11.77,11.77,11.77,-16.4157279514054
42000,18.569529923430604,11.59,11.59,11.59,-16.200470076569395
43000,17.647784139294465,11.19,11.19,11.19,-15.922215860705535
44000,19.0282257802779,11.87,11.87,11.87,-16.581774219722103
45000,17.17539281131474,11.0,11.0,11.0,-15.824607188685254
46000,15.043371585850903,10.14,10.14,10.14,-15.376628414149097
47000,15.97133247802268,10.55,10.55,10.55,-15.67866752197732
48000,15.918482738026523,10.52,10.52,10.52,-15.641517261973478
49000,13.838396127772437,9.48,9.48,9.48,-14.601603872227562
50000,12.815033945833918,8.89,8.89,8.89,-13.854966054166082
51000,13.041803467273086,9.2,9.2,9.2,-14.558196532726914
52000,13.906368457582131,9.28,9.28,9.28,-13.933631542417869
53000,15.082073084880404,9.66,9.66,9.66,-13.897926915119594
54000,15.865753012410103,10.17,10.17,10.17,-14.644246987589897
55000,13.746631473067778,9.27,9.27,9.27,-14.063368526932223
56000,16.512960215827384,10.36,10.36,10.36,-14.567039784172616
57000,15.504092522577613,9.88,9.88,9.88,-14.135907477422386
58000,14.202919751651105,9.3,9.3,9.3,-13.697080248348898
59000,14.447481043733035,9.33,9.33,9.33,-13.542518956266965
60000,14.378040291064673,9.21,9.21,9.21,-13.251959708935326
61000,15.052045874675681,9.78,9.78,9.78,-14.287954125324319
