1000,-22.357298302644157,-35.800596338682084,6.7216490180189625,6.7216490180189625
2000,-15.579700414607734,-22.516035696194766,3.4681676407935154,3.4681676407935154
3000,6.862188306997472,-13.239269581839558,10.050728944418516,10.050728944418516
4000,6.025766422943468,-12.249988290785835,9.13787735686465,9.13787735686465
5000,5.164360216456782,-11.553197598113362,8.358778907285071,8.358778907285071
6000,4.539269860616229,-12.06249773858806,8.300883799602145,8.300883799602145
7000,3.613110385350633,-12.613450071402568,8.113280228376599,8.113280228376599
8000,3.347202760632256,-13.361383370857807,8.354293065745033,8.354293065745033
9000,3.080828862233513,-14.212930883961791,8.646879873097653,8.646879873097653
10000,3.0058732781492834,-13.140605348645844,8.073239313397565,8.073239313397565
11000,3.441964627601823,-13.527175336028261,8.48456998181504,8.48456998181504
12000,3.411375715340342,-13.353118141368741,8.382246928354542,8.382246928354542
13000,3.2603158293181087,-13.667528220901156,8.463922025109632,8.463922025109632
14000,3.6485072142964805,-13.5179985447365,8.583252879516492,8.583252879516492
15000,3.634554639925102,-13.137406661251124,8.385980650588113,8.385980650588113
16000,3.9325223443219937,-13.571153329237784,8.751837836779888,8.751837836779888
17000,3.6007905533981543,-13.876003253723367,8.73839690356076,8.73839690356076
18000,3.2929329641583536,-12.768006295735475,8.030469629946914,8.030469629946914
19000,3.7920930304627354,-14.120281020460984,8.956187025461858,8.956187025461858
20000,3.540227275436531,-13.600153822698424,8.570190549067476,8.570190549067476
21000,3.1753344500061185,-14.099759036365711,8.637546743185915,8.637546743185915
22000,3.073724412255058,-13.386995987161942,8.230360199708501,8.230360199708501
23000,3.2793418125525666,-13.415466250223625,8.347404031388098,8.347404031388098
24000,4.045913269338826,-13.47916098452454,8.762537126931681,8.762537126931681
25000,3.638692134043304,-13.685830905026853,8.662261519535079,8.662261519535079
26000,4.208478734708475,-13.015802054327779,8.612140394518127,8.612140394518127
27000,4.445433701466453,-13.734252897830112,9.089843299648283,9.089843299648283
28000,4.287555078261721,-13.691120760581544,8.989337919421633,8.989337919421633
29000,4.316506933027464,-13.62466608793853,8.970586510482997,8.970586510482997
30000,3.4808468926425595,-13.115109934095996,8.297978413369277,8.297978413369277
31000,4.322645366945644,-13.547334710158388,8.934990038552016,8.934990038552016
32000,4.0178451394630725,-13.07143428447212,8.544639711967596,8.544639711967596
33000,4.246690869480082,-13.097646131472636,8.672168500476358,8.672168500476358
34000,3.9169255691074922,-13.232137964953724,8.574531767030606,8.574531767030606
35000,3.4911736159740414,-13.448453240843515,8.469813428408777,8.469813428408777
36000,3.930634328360515,-13.099796606053618,8.515215467207067,8.515215467207067
37000,3.309276740068411,-12.55130211683272,7.930289428450566,7.930289428450566
38000,3.323470189706775,-12.928338670586687,8.125904430146733,8.125904430146733
39000,3.388931135579849,-12.778125926757085,8.083528531168467,8.083528531168467
40000,2.953181505751793,-12.987937961815893,7.970559733783843,7.970559733783843
41000,3.0839185397795523,-12.897461029324202,7.990689784551878,7.990689784551878
